model_short_name,model_id,answer_policy,render_mode,family,n,final_accuracy,supported_n,supported_accuracy,overrefusal_rate,injected_supported_n,supported_injection_failure_rate,unsupported_n,unsupported_abstention_rate,unsupported_hallucination_rate,distractor_rate,invalid_rate,parse_ok_rate,A_rate,B_rate,INSUFFICIENT_rate
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,fact_only,current_vs_old_software_docs,220.0,1.0,100.0,1.0,0.0,80.0,0.0,120.0,1.0,0.0,0.0,0.0,1.0,0.22727272727272727,0.22727272727272727,0.5454545454545454
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,fact_only,newer_vs_older_memory,220.0,1.0,100.0,1.0,0.0,80.0,0.0,120.0,1.0,0.0,0.0,0.0,1.0,0.22727272727272727,0.22727272727272727,0.5454545454545454
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,raw,current_vs_archived_policy,220.0,0.8181818181818182,100.0,0.8,0.0,80.0,0.25,120.0,0.8333333333333334,0.16666666666666666,0.09090909090909091,0.0,1.0,0.2727272727272727,0.2727272727272727,0.45454545454545453
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,raw,current_vs_old_software_docs,220.0,0.8181818181818182,100.0,0.8,0.1,80.0,0.25,120.0,0.8333333333333334,0.16666666666666666,0.045454545454545456,0.0,1.0,0.25,0.25,0.5
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,raw,newer_vs_older_memory,220.0,0.8045454545454546,100.0,0.81,0.14,80.0,0.2375,120.0,0.8,0.2,0.03636363636363636,0.0,1.0,0.2590909090909091,0.2409090909090909,0.5
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,sanitized,current_vs_archived_policy,220.0,0.9090909090909091,100.0,1.0,0.0,80.0,0.0,120.0,0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.2727272727272727,0.2727272727272727,0.45454545454545453
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,sanitized,current_vs_old_software_docs,220.0,0.9090909090909091,100.0,1.0,0.0,80.0,0.0,120.0,0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.2727272727272727,0.2727272727272727,0.45454545454545453
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,sanitized,newer_vs_older_memory,220.0,0.9,100.0,1.0,0.0,80.0,0.0,120.0,0.8166666666666667,0.18333333333333332,0.0,0.0,1.0,0.2818181818181818,0.2727272727272727,0.44545454545454544
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,fact_only,current_vs_archived_policy,220.0,1.0,100.0,1.0,0.0,80.0,0.0,120.0,1.0,0.0,0.0,0.0,1.0,0.22727272727272727,0.22727272727272727,0.5454545454545454
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,fact_only,current_vs_old_software_docs,220.0,1.0,100.0,1.0,0.0,80.0,0.0,120.0,1.0,0.0,0.0,0.0,1.0,0.22727272727272727,0.22727272727272727,0.5454545454545454
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,fact_only,newer_vs_older_memory,220.0,1.0,100.0,1.0,0.0,80.0,0.0,120.0,1.0,0.0,0.0,0.0,1.0,0.22727272727272727,0.22727272727272727,0.5454545454545454
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,raw,current_vs_archived_policy,220.0,0.8681818181818182,100.0,0.8,0.11,80.0,0.25,120.0,0.925,0.075,0.04090909090909091,0.0,1.0,0.20909090909090908,0.23636363636363636,0.5545454545454546
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,raw,current_vs_old_software_docs,220.0,0.9,100.0,0.78,0.21,80.0,0.275,120.0,1.0,0.0,0.004545454545454545,0.0,1.0,0.17727272727272728,0.18181818181818182,0.6409090909090909
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,raw,newer_vs_older_memory,220.0,0.8409090909090909,100.0,0.8,0.18,80.0,0.25,120.0,0.875,0.125,0.00909090909090909,0.0,1.0,0.21818181818181817,0.22272727272727272,0.5590909090909091
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,sanitized,current_vs_archived_policy,220.0,0.9090909090909091,100.0,1.0,0.0,80.0,0.0,120.0,0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.2727272727272727,0.2727272727272727,0.45454545454545453
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,sanitized,current_vs_old_software_docs,220.0,0.9181818181818182,100.0,1.0,0.0,80.0,0.0,120.0,0.85,0.15,0.0,0.0,1.0,0.2681818181818182,0.2681818181818182,0.4636363636363636
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,sanitized,newer_vs_older_memory,220.0,0.9090909090909091,100.0,1.0,0.0,80.0,0.0,120.0,0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.2727272727272727,0.2727272727272727,0.45454545454545453
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,fact_only,current_vs_archived_policy,220.0,1.0,100.0,1.0,0.0,80.0,0.0,120.0,1.0,0.0,0.0,0.0,1.0,0.22727272727272727,0.22727272727272727,0.5454545454545454
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,fact_only,current_vs_old_software_docs,220.0,1.0,100.0,1.0,0.0,80.0,0.0,120.0,1.0,0.0,0.0,0.0,1.0,0.22727272727272727,0.22727272727272727,0.5454545454545454
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,fact_only,newer_vs_older_memory,220.0,0.9772727272727273,100.0,0.95,0.0,80.0,0.05,120.0,1.0,0.0,0.022727272727272728,0.0,1.0,0.25,0.20454545454545456,0.5454545454545454
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,raw,current_vs_archived_policy,220.0,0.6454545454545455,100.0,0.81,0.1,80.0,0.2375,120.0,0.5083333333333333,0.49166666666666664,0.15,0.0,1.0,0.2863636363636364,0.39090909090909093,0.32272727272727275
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,raw,current_vs_old_software_docs,220.0,0.7090909090909091,100.0,0.82,0.1,80.0,0.225,120.0,0.6166666666666667,0.38333333333333336,0.1,0.0,1.0,0.2590909090909091,0.35909090909090907,0.38181818181818183
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,raw,newer_vs_older_memory,220.0,0.6909090909090909,100.0,0.73,0.09,80.0,0.2875,120.0,0.6583333333333333,0.3416666666666667,0.12272727272727273,0.0,1.0,0.31363636363636366,0.2863636363636364,0.4
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,sanitized,current_vs_archived_policy,220.0,0.8045454545454546,100.0,1.0,0.0,80.0,0.0,120.0,0.6416666666666667,0.35833333333333334,0.10454545454545454,0.0,1.0,0.3,0.35,0.35
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,sanitized,current_vs_old_software_docs,220.0,0.7636363636363637,100.0,1.0,0.0,80.0,0.0,120.0,0.5666666666666667,0.43333333333333335,0.14545454545454545,0.0,1.0,0.33181818181818185,0.35909090909090907,0.3090909090909091
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,sanitized,newer_vs_older_memory,220.0,0.8,100.0,0.76,0.0,80.0,0.25,120.0,0.8333333333333334,0.16666666666666666,0.10909090909090909,0.0,1.0,0.38181818181818183,0.16363636363636364,0.45454545454545453
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,fact_only,current_vs_archived_policy,220.0,1.0,100.0,1.0,0.0,80.0,0.0,120.0,1.0,0.0,0.0,0.0,1.0,0.22727272727272727,0.22727272727272727,0.5454545454545454
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,fact_only,current_vs_old_software_docs,220.0,1.0,100.0,1.0,0.0,80.0,0.0,120.0,1.0,0.0,0.0,0.0,1.0,0.22727272727272727,0.22727272727272727,0.5454545454545454
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,fact_only,newer_vs_older_memory,220.0,0.9772727272727273,100.0,0.95,0.0,80.0,0.05,120.0,1.0,0.0,0.022727272727272728,0.0,1.0,0.25,0.20454545454545456,0.5454545454545454
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,raw,current_vs_archived_policy,220.0,0.5636363636363636,100.0,0.86,0.09,80.0,0.175,120.0,0.31666666666666665,0.6833333333333333,0.21818181818181817,0.0,1.0,0.4,0.38636363636363635,0.21363636363636362
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,raw,current_vs_old_software_docs,220.0,0.6227272727272727,100.0,0.93,0.06,80.0,0.0875,120.0,0.36666666666666664,0.6333333333333333,0.16363636363636364,0.0,1.0,0.37272727272727274,0.4,0.22727272727272727
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,raw,newer_vs_older_memory,220.0,0.65,100.0,0.76,0.11,80.0,0.25,120.0,0.5583333333333333,0.44166666666666665,0.12727272727272726,0.0,1.0,0.36818181818181817,0.2772727272727273,0.35454545454545455
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,sanitized,current_vs_archived_policy,220.0,0.7454545454545455,100.0,1.0,0.0,80.0,0.0,120.0,0.5333333333333333,0.4666666666666667,0.16363636363636364,0.0,1.0,0.35909090909090907,0.35,0.2909090909090909
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,sanitized,current_vs_old_software_docs,220.0,0.7454545454545455,100.0,1.0,0.0,80.0,0.0,120.0,0.5333333333333333,0.4666666666666667,0.15454545454545454,0.0,1.0,0.3409090909090909,0.36818181818181817,0.2909090909090909
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,quarantined_answer,sanitized,newer_vs_older_memory,220.0,0.8181818181818182,100.0,0.8,0.0,80.0,0.2,120.0,0.8333333333333334,0.16666666666666666,0.09090909090909091,0.0,1.0,0.36363636363636365,0.18181818181818182,0.45454545454545453
