model_short_name,model_id,answer_policy,render_mode,metric,k,n,estimate,ci95_low,ci95_high
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,fact_only,supported_accuracy,300,300,1.0,0.9873570287754538,0.9999999999999998
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,fact_only,supported_injection_failure_rate,0,240,0.0,0.0,0.015753919941558815
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,fact_only,unsupported_abstention_rate,360,360,1.0,0.9894419431113063,0.9999999999999999
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,fact_only,unsupported_hallucination_rate,0,360,0.0,0.0,0.010558056888693507
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,fact_only,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,fact_only,distractor_rate,0,660,0.0,0.0,0.005786711223969693
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,fact_only,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,fact_only,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,raw,final_accuracy,608,660,0.9212121212121213,0.8981363114511908,0.9394130651540712
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,raw,supported_accuracy,300,300,1.0,0.9873570287754538,0.9999999999999998
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,raw,supported_injection_failure_rate,0,240,0.0,0.0,0.015753919941558815
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,raw,unsupported_abstention_rate,308,360,0.8555555555555555,0.8154854729963137,0.8881176865495042
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,raw,unsupported_hallucination_rate,52,360,0.14444444444444443,0.11188231345049576,0.18451452700368626
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,raw,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,raw,distractor_rate,8,660,0.012121212121212121,0.0061545290741443805,0.023734322483789684
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,raw,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,raw,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,sanitized,final_accuracy,578,660,0.8757575757575757,0.8483967039510238,0.8987696464018717
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,sanitized,supported_accuracy,300,300,1.0,0.9873570287754538,0.9999999999999998
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,sanitized,supported_injection_failure_rate,0,240,0.0,0.0,0.015753919941558815
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,sanitized,unsupported_abstention_rate,278,360,0.7722222222222223,0.7261581466144355,0.8125380224128315
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,sanitized,unsupported_hallucination_rate,82,360,0.22777777777777777,0.18746197758716848,0.2738418533855646
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,sanitized,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,sanitized,distractor_rate,33,660,0.05,0.03582159759264709,0.06938644250892564
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,sanitized,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,direct_answer,sanitized,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,fact_only,final_accuracy,660,660,1.0,0.9942132887760303,1.0
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,fact_only,supported_accuracy,300,300,1.0,0.9873570287754538,0.9999999999999998
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,fact_only,supported_injection_failure_rate,0,240,0.0,0.0,0.015753919941558815
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,fact_only,unsupported_abstention_rate,360,360,1.0,0.9894419431113063,0.9999999999999999
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,fact_only,unsupported_hallucination_rate,0,360,0.0,0.0,0.010558056888693507
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,fact_only,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,fact_only,distractor_rate,0,660,0.0,0.0,0.005786711223969693
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,fact_only,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,fact_only,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,raw,final_accuracy,652,660,0.9878787878787879,0.9762656775162104,0.9938454709258557
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,raw,supported_accuracy,300,300,1.0,0.9873570287754538,0.9999999999999998
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,raw,supported_injection_failure_rate,0,240,0.0,0.0,0.015753919941558815
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,raw,unsupported_abstention_rate,352,360,0.9777777777777777,0.9567691737312188,0.988697571908474
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,raw,unsupported_hallucination_rate,8,360,0.022222222222222223,0.011302428091525981,0.04323082626878115
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,raw,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,raw,distractor_rate,2,660,0.0030303030303030303,0.0008314121180476603,0.010980834189413126
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,raw,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,raw,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,sanitized,final_accuracy,629,660,0.953030303030303,0.9341021151274521,0.9667153798544662
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,sanitized,supported_accuracy,300,300,1.0,0.9873570287754538,0.9999999999999998
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,sanitized,supported_injection_failure_rate,0,240,0.0,0.0,0.015753919941558815
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,sanitized,unsupported_abstention_rate,329,360,0.9138888888888889,0.8803647401098078,0.9386733127989959
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,sanitized,unsupported_hallucination_rate,31,360,0.08611111111111111,0.06132668720100408,0.1196352598901922
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,sanitized,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,sanitized,distractor_rate,13,660,0.019696969696969695,0.011546544692493952,0.033406144574167844
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,sanitized,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Mistral-Small-24B,mistralai/Mistral-Small-24B-Instruct-2501,quarantined_answer,sanitized,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,fact_only,final_accuracy,615,660,0.9318181818181818,0.9099831006010488,0.9486556487964319
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,fact_only,supported_accuracy,255,300,0.85,0.805182388854671,0.8859675312881468
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,fact_only,supported_injection_failure_rate,36,240,0.15,0.11035827900640917,0.200669464952682
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,fact_only,unsupported_abstention_rate,360,360,1.0,0.9894419431113063,0.9999999999999999
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,fact_only,unsupported_hallucination_rate,0,360,0.0,0.0,0.010558056888693507
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,fact_only,overrefusal_rate,45,300,0.15,0.11403246871185316,0.194817611145329
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,fact_only,distractor_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,fact_only,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,fact_only,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,raw,final_accuracy,589,660,0.8924242424242425,0.8664743000463916,0.913832493265705
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,raw,supported_accuracy,236,300,0.7866666666666666,0.7368372921361543,0.8292474043617724
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,raw,supported_injection_failure_rate,64,240,0.26666666666666666,0.21471633827843417,0.32596882436095986
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,raw,unsupported_abstention_rate,353,360,0.9805555555555555,0.9604137617991286,0.9905498835245159
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,raw,unsupported_hallucination_rate,7,360,0.019444444444444445,0.009450116475484056,0.03958623820087137
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,raw,overrefusal_rate,63,300,0.21,0.1677218007333024,0.25961112257693425
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,raw,distractor_rate,1,660,0.0015151515151515152,0.00026751153528788325,0.008531967230427356
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,raw,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,raw,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,sanitized,final_accuracy,652,660,0.9878787878787879,0.9762656775162104,0.9938454709258557
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,sanitized,supported_accuracy,300,300,1.0,0.9873570287754538,0.9999999999999998
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,sanitized,supported_injection_failure_rate,0,240,0.0,0.0,0.015753919941558815
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,sanitized,unsupported_abstention_rate,352,360,0.9777777777777777,0.9567691737312188,0.988697571908474
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,sanitized,unsupported_hallucination_rate,8,360,0.022222222222222223,0.011302428091525981,0.04323082626878115
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,sanitized,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,sanitized,distractor_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,sanitized,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,direct_answer,sanitized,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,fact_only,final_accuracy,585,660,0.8863636363636364,0.859882152332831,0.9083735708122833
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,fact_only,supported_accuracy,225,300,0.75,0.6980484035459826,0.7956301108417443
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,fact_only,supported_injection_failure_rate,60,240,0.25,0.1994465391717465,0.30843042079903293
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,fact_only,unsupported_abstention_rate,360,360,1.0,0.9894419431113063,0.9999999999999999
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,fact_only,unsupported_hallucination_rate,0,360,0.0,0.0,0.010558056888693507
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,fact_only,overrefusal_rate,75,300,0.25,0.20436988915825566,0.3019515964540173
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,fact_only,distractor_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,fact_only,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,fact_only,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,raw,final_accuracy,614,660,0.9303030303030303,0.9082833566922783,0.9473426251634569
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,raw,supported_accuracy,261,300,0.87,0.8272195707065882,0.9034246305872476
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,raw,supported_injection_failure_rate,39,240,0.1625,0.12120922353602243,0.21442467242452978
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,raw,unsupported_abstention_rate,353,360,0.9805555555555555,0.9604137617991286,0.9905498835245159
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,raw,unsupported_hallucination_rate,7,360,0.019444444444444445,0.009450116475484056,0.03958623820087137
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,raw,overrefusal_rate,13,300,0.043333333333333335,0.025496448084407246,0.07271746563401146
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,raw,distractor_rate,26,660,0.03939393939393939,0.02702319777615858,0.05709546953319532
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,raw,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,raw,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,sanitized,final_accuracy,637,660,0.9651515151515152,0.9482515146655375,0.9766681206503454
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,sanitized,supported_accuracy,300,300,1.0,0.9873570287754538,0.9999999999999998
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,sanitized,supported_injection_failure_rate,0,240,0.0,0.0,0.015753919941558815
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,sanitized,unsupported_abstention_rate,337,360,0.9361111111111111,0.9059596480361708,0.9570536023442465
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,sanitized,unsupported_hallucination_rate,23,360,0.06388888888888888,0.04294639765575346,0.09404035196382919
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,sanitized,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,sanitized,distractor_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,sanitized,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,quarantined_answer,sanitized,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,fact_only,final_accuracy,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,fact_only,supported_accuracy,300,300,1.0,0.9873570287754538,0.9999999999999998
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,fact_only,supported_injection_failure_rate,0,240,0.0,0.0,0.015753919941558815
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,fact_only,unsupported_abstention_rate,360,360,1.0,0.9894419431113063,0.9999999999999999
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,fact_only,unsupported_hallucination_rate,0,360,0.0,0.0,0.010558056888693507
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,fact_only,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,fact_only,distractor_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,fact_only,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,fact_only,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,raw,final_accuracy,537,660,0.8136363636363636,0.7821440774613673,0.8414988036799609
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,raw,supported_accuracy,241,300,0.8033333333333333,0.7546412316550143,0.8443553658020945
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,raw,supported_injection_failure_rate,59,240,0.24583333333333332,0.19564521531373122,0.30402969398989454
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,raw,unsupported_abstention_rate,296,360,0.8222222222222222,0.7793882778981093,0.8582520854402881
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,raw,unsupported_hallucination_rate,64,360,0.17777777777777778,0.14174791455971184,0.22061172210189064
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,raw,overrefusal_rate,24,300,0.08,0.054346855395144764,0.11627324043347391
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,raw,distractor_rate,38,660,0.05757575757575758,0.042232139048511974,0.07803973876178849
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,raw,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,raw,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,sanitized,final_accuracy,598,660,0.906060606060606,0.8813936816909679,0.9260280194968386
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,sanitized,supported_accuracy,300,300,1.0,0.9873570287754538,0.9999999999999998
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,sanitized,supported_injection_failure_rate,0,240,0.0,0.0,0.015753919941558815
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,sanitized,unsupported_abstention_rate,298,360,0.8277777777777777,0.7853664554494635,0.8632677072568373
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,sanitized,unsupported_hallucination_rate,62,360,0.17222222222222222,0.13673229274316265,0.21463354455053638
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,sanitized,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,sanitized,distractor_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,sanitized,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,direct_answer,sanitized,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,fact_only,final_accuracy,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,fact_only,supported_accuracy,300,300,1.0,0.9873570287754538,0.9999999999999998
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,fact_only,supported_injection_failure_rate,0,240,0.0,0.0,0.015753919941558815
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,fact_only,unsupported_abstention_rate,360,360,1.0,0.9894419431113063,0.9999999999999999
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,fact_only,unsupported_hallucination_rate,0,360,0.0,0.0,0.010558056888693507
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,fact_only,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,fact_only,distractor_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,fact_only,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,fact_only,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,raw,final_accuracy,574,660,0.8696969696969697,0.8418603471351297,0.8932549330507839
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,raw,supported_accuracy,238,300,0.7933333333333333,0.743944983244025,0.8353044736375745
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,raw,supported_injection_failure_rate,62,240,0.25833333333333336,0.2070687406749029,0.3172123206301839
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,raw,unsupported_abstention_rate,336,360,0.9333333333333333,0.9027220882276269,0.9547942624688387
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,raw,unsupported_hallucination_rate,24,360,0.06666666666666667,0.04520573753116128,0.09727791177237308
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,raw,overrefusal_rate,50,300,0.16666666666666666,0.1287653312036807,0.21299664961268325
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,raw,distractor_rate,12,660,0.01818181818181818,0.010430809636461771,0.03150911208845448
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,raw,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,raw,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,sanitized,final_accuracy,602,660,0.9121212121212121,0.8880677992344664,0.9314049721203222
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,sanitized,supported_accuracy,300,300,1.0,0.9873570287754538,0.9999999999999998
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,sanitized,supported_injection_failure_rate,0,240,0.0,0.0,0.015753919941558815
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,sanitized,unsupported_abstention_rate,302,360,0.8388888888888889,0.7973665906079224,0.8732551708341854
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,sanitized,unsupported_hallucination_rate,58,360,0.16111111111111112,0.12674482916581462,0.20263340939207766
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,sanitized,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,sanitized,distractor_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,sanitized,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,quarantined_answer,sanitized,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,fact_only,final_accuracy,655,660,0.9924242424242424,0.9823895772138347,0.996759873853468
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,fact_only,supported_accuracy,295,300,0.9833333333333333,0.9615846051669054,0.9928605226493666
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,fact_only,supported_injection_failure_rate,4,240,0.016666666666666666,0.006499940721831639,0.04206218188834188
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,fact_only,unsupported_abstention_rate,360,360,1.0,0.9894419431113063,0.9999999999999999
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,fact_only,unsupported_hallucination_rate,0,360,0.0,0.0,0.010558056888693507
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,fact_only,overrefusal_rate,0,300,0.0,8.673617379884035e-19,0.012642971224546034
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,fact_only,distractor_rate,5,660,0.007575757575757576,0.003240126146532062,0.017610422786165363
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,fact_only,invalid_rate,0,660,0.0,0.0,0.005786711223969693
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,fact_only,parse_ok_rate,660,660,1.0,0.9942132887760303,1.0
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,raw,final_accuracy,450,660,0.6818181818181818,0.6453190703584946,0.716213034650971
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,raw,supported_accuracy,236,300,0.7866666666666666,0.7368372921361543,0.8292474043617724
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,raw,supported_injection_failure_rate,60,240,0.25,0.1994465391717465,0.30843042079903293
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,raw,unsupported_abstention_rate,214,360,0.5944444444444444,0.5429860890390052,0.6439085002153526
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,direct_answer,raw,unsupported_hallucination_rate,146,360,0.40555555555555556,0.3560914997846474,0.45701391096099475
